what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1326877144918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877145888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877163994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877166049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877176925
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1326877177197
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1326877179759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877181825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877192406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877275619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877276984
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326877278513
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326877284918
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326877285320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326877303146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877304786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877305572
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1326877306711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877307121
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1326877311058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877314851
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326877314899
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1326877332753
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326877338135
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326877338380
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326877338674
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326877338886
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326877339106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326877345525
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1326877349401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877350212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877373754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877383290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877505278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877516920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877577939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877584924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877722133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877725763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877728351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326877743522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877752884
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1326877757174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877765414
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1326877767653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877768255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877794657
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1326877794895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877809277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877837147
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326877837197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877868088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326877875884
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326877885931
