what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326924432689
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326924450199
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1326924450453
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326924457094
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326924457437
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326924457812
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326924458193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326924517802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326924525414
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1326924544698
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326924615104
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326924621140
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326924621140
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326924629619
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1326924629999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924638138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326924640547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924640580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924649077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924903426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924904604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924922854
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326924926691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326924934793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924938905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924947501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924950545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924956501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924981874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326924995665
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925007136
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925007323
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925007479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925007629
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925007767
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925007917
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925008078
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925008243
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925008542
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1326925008946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925013223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925015319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925019387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925020853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925028748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925030552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925039751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925041257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925049385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925054400
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1326925060215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925069508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925072717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925074440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925076989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925078359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925079721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925089379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925091675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925104982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925107237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925109139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925110756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925112400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925124441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925146485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925153369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1326925163444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326925171131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1326925177256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326925179485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1326925184050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326925186727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925216873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925224570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326925227183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925254503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925272276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925290651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925321738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326925323149
